,Prompt,Image link 1,Image link 2,Image link 3,Image link 4,Image link 5,Image link 6,Image link 7,Image link 8
122,"tarkovsky movie, scene with Bach music playing --ar 2:1 --q 2",https://cdn4.telegram-cdn.org/file/dT1d29eh06sJ577bZn4f0ApMf93xXh__Fha_oKcGr1Mug335tj2a43Y0Zckjqxpx1MHCBYEsRTFEyvYZ2J9wa_rA_ZEQTrc1FV0aHHOnccr19zNUfunFegerebTDSlJSLE45UAn7g1f8O1yHvRQtUwpUDs276a6LjHUAyg2KwsYpGqAVscoBDxW6D-UwNxNBLL7fm8b3BsiJsUJH7d4qKQ5MHNIajXpqf1Iq7pnXSqgaqOFfHGeLDcQOfnb1Aq1cB-OEwK0A7dtDOddxc7X8hBd7NKfNIM3qCo6nKhE7QbgcwpWo4Gupy1na0hi8XQScV9Fi_eLgzgC5DMkqwfbzhA.jpg,https://cdn4.telegram-cdn.org/file/NFVrS6q830mg3DJOnReFeAIsbd3CKIrmmpxUJVPGh9l7-rKctDC25UVihY5Fmg2P_WsM9ohWAV7HK71jkq_98Q5Hdl0Nz_cE2q37altNRLChyRXf4pcyFoNEvgfC_fqIJMIBISuJ5IcXTn5BIXv-zzR_Xgq9WQb4Ui6wwAEpwnijOZp4A5jjq4Rbw_dLJDux9z01EsqDL89STpiKitlDM0Y1WWGYZsL9qYJoFHhlFhdFcn9yP3tKkt2Wk5OOLY7TDcCXWzhjBlF_N_nBNiZmozn67WaHNkBCLDozihg0zAswKMuMMLE8OuL1-22uTNAd5VpXrjFHV2oGgkiJryLPRA.jpg,https://cdn4.telegram-cdn.org/file/O8rkea1ODQWaIqTJzu9IlwilieZFcBRnvbwHSBprE_ciPu6N3UQrMYRMMZ791iAlTk2xUHW1_xRVjUxpA_H6pPwuFgVzi3UqnY5HNMyu0wXCGCkPmoS8tymnEixzK1vMKW9-fuBYgPD-AVle33es0l6QLErIte-E1JgQyRU-3bZTqdCjrWi8UipNPfFm5iU-U3vT2oJ1nB5pdU73U9tIEUerHzubLS8aOg9fkHEzUPqZIC5vVK-ngt3Ohymjo0sHYihX-GMhrLHzwWwjLxb_Yfy4U2_UyyltTIoYcXuWZWhIpZseLCQMjmIdG4me1K5T30qrLbtnYjrluc5kJP7GYw.jpg,,,,,
123,lizzard dancing samba,https://cdn4.telegram-cdn.org/file/Xil-l__mtocN6XWAn022WJ4t7VR5WHPIjygTe6tx8wYBg3RktyBvyCDIbYQpDO7rlEFP3P1yt1b4HS1rrLNq0IpmQNuahKf4N2nFKYnsiGrJZxlxUEcRX8bESsQ_dXRrzr60WH56s_XCGhErQ5ElYaWTWnF7qovDQRnVA4SiVkyPqvMCcLwfle0236XqwoKDaqeU9WsqskVTWjLY_3PVin-of9U8BKE_xG2V7tCLeDr_asEjhY5KhGSdtyePVlsIONlIAMpPLwOZ5hdexofavBTP6Mj8yTVZKTbd6yF-lA46ZkWloNRQLh-socCPAB44M12tMJ2SlbKu1Or2E51-NQ.jpg,https://cdn4.telegram-cdn.org/file/IJXglKd36m5E2FdEcpl_BImMCgm4PISpfvOp-Y7H-UpfkewZ1-gErgo6_tXEJ8lm_RS0ZOoVKrFlmj05DI-j9AXJ2locf3UK8Eu5UZ8L2AzCwe2nZYa14SxBxN9fL_WuVqqZZHphrW7hq9C_QJO8YBtMxvzKJIZ9O9OsHl74cKWPzAL1SCdWFsFx4tNmTHB5qtbyZTXBT6FPKJeE7jzYQTM8mIktqvz8WGVc5MfFLARf9Q7bYFpU2CUDxF6TvQ5xIUWEjUYrSToM6oEQQuqJV-EvRgWgANQ5-xGkJwVkZQedv8KtVSIE1TUch7tVar4JTgES8UvtYUhf6nDZ7aHf3w.jpg,https://cdn4.telegram-cdn.org/file/hJQNBup8ps1p1zYBOxW8gu6T9YHHnkOyUuvdg43bD9b19zyzC6XDaKF5EtVyBuvLmvqg1l25S6ufLrHkb5WJuOSjLyIcL3Scv3GoVDjPgmyG-Gom57mxAqy78i5ugAKFQAoaUM_LUPXir9TzEzDxIlcq1n4QJL3G2rH1GT8O4MBr4Jn2g0k-GBCootxq8jLr5C56DUKfHrx53ics21Sga6onW0-BNb4P2zvjG4KwZxoODbdTUzkqqqP_9k6rK-vj8_rB79iVX_u2BiFFU-IPrbnPFXW1oYkRQYwKK3CYG_MVQHsMqhxe9mw2C89p_IogPKannBRxhWgj7fVDNF4ExA.jpg,,,,,
124,everything everywhere all at once --ar 2:1,https://cdn4.telegram-cdn.org/file/XFW2jqzr9RNzKxUc2ghxXKUeFZNR4X5owr6Wyai-ciSWoCXc0v5k8ijfeaxrShfLhs-l0X3rGIomkd3IPlLXO7xYwRJudNzmeObM5w8JE5mbyzPIYRwAEZFZIR6EblsEOJBi4vgezBbVqIx8yLfafsNpKRlyALpOmkfL82TjO-_C5EcVGLHWlcW4AQKabFPW3RW-xxxZ3RklhoYDFoJreGS8khOYs5RcnZGbSVSWOXl1IlKXf_Z3CO7_HHMHDep0unmzN1Mnz_vqfsvkr_fn83eGYsX7QeB2z7gx7XUBTSbt9bHX9SZkjogig-Wz-zoOtenB5ovk_dQxV6aWgkHpLQ.jpg,https://cdn4.telegram-cdn.org/file/RSsUPGXuVHyeDhBTH6UhD3uVVsHI-BCEPgAtovUpQtGBf8YDd78iZtPGKVXeMzR2TbgO480p1KJ6aizjkFFmO0YvQqDbL__ehYeMbobHQdaWAFsj13WrAh2GVizdFa5nL20P-FbmP8BcUV7jMkUY9FPLkrqKCgCiZdeHvOqLVj5-5TwscG_r0zjUa1yw51xqlApu041B6PT4fTHXWEV8R_-HYCnMVDARqH6J4OemP3tKAaZpqh1XFsi89uK4CxxR3zz5IyYvO-0HJz8gFA9n0Gi0sdZMjbaLIVBzIP176FeDUcxjS-B9OvNRxA-hEzqVXIhcxSlG8dZfC0Pzbw1BKg.jpg,https://cdn4.telegram-cdn.org/file/ns5u36gd3Va7e_EgQYiIvaEGHlYjQqitjejBvxN6tiVlrY2Wl8aDee8Cvi0ylylU3SAoI1wh7eyxcJ504CBfvfr5q6BmiYZlIbYxofTDdGaaSuVQGaN-x9WgJAi665hxBS-B7QBZS31XTR1sEbtdvf-GiVCjMUx8E7wfX0_JTjgLBTbKvzrSjzkQOjl-VTzKR7PQr75N42eds-tlzjeRkcfO4smqWu_eUXT3FR5LYDcwobuvLdi3nswKWWxtkMJNZZX-trQEIi2-ESAeJk9kVFwy_IAtFYBGnf0vsfYby2VIoQplfrNSl4qxH6lkKklK4RsFqlHzQWlZSTn2ZoqeWQ.jpg,,,,,
125,gargantuan leviathan --ar 2:1 --q 2,https://cdn4.telegram-cdn.org/file/GvKkNhRoOg5j-hWnIy6SSDfpzvZctRzeEVApB8kkjcvwV1suY0oIr7JW9IeYMHFPa8a1zoMu5hZU275kA24BGQ5ZjxyunRcgfm3XX5WXmL6E9fb5Wsa5Yyfkqte_nDMqIkXUOWTc7-JCggWCWcCEMD2MSE2ARX5m8LjbktDqo4ze84NPP1qHJZnF-0uTYJ2hIqJKeAoDZTiyoHqJiCbkksccervq6FGeFmQtuBs5n7wkOROcvD47_2uv2ZeXylvZuIrp8kNUXvHNYegv3XavY8Nvm0OdYLsY18jRzw09LHBl9l3LX0NBMWqzo0_A23Mz29JYxzjqCbZ27B6Xx54s1Q.jpg,https://cdn4.telegram-cdn.org/file/sNCInDVcCad9ddfho_lwKbFZAY_gs37G541UldviiMKchshgNPn8LcKyzTqBgvvIIkQGQ6MCYeN0l4g21Kt2Z2IZS4KbqRBsABgebZIn4bp540ep3OnyGk2Q9CQ34scIcahHh1aVi4BB_qTgPRi6oedg56_LLTMYH0iLXc8i0DSgWcICpEyiK15QCY2YoMU4qCWcM86Xf90d6oBwjDv9ZMUjjfuxnGrkZhBo1sk0Y2Op8mISOenn9ryXEeS9J7qqz_2dBgAKtb-8g7aPofMaTmkAYagDxevHXHsDNksKgqDWtv4ayHlVg89e1-Iye7Jo60ntZjGDuKtav_XKHc_CJQ.jpg,https://cdn4.telegram-cdn.org/file/UhZHNSZmrxcmgCFeREfhqHR8qQGOc3P3Rfgp3iLbaft9iFqHwocpp_ixJCiZJPhMrgtJ4CcIxW-WLLP5pdMMbrVTltGN70lYGIJZEB88nkggBah5us0aoFeSPqKn0h7sPx0Us9ul6mKWBi06g8qWMCDRVMpjnMbPzZf-Xm_73TDLMtCpkpHhsRn4rHqtquIBZtRKkvL0hTeH7S33QC6jzphhnCUwniJAxngBZVeDlbe2XjBzt1waOdx8EMQHWK0xIINsux1W-eg8FB-Jq-SiMxDc8CHcFKxBYKerw0-mYvfSXL1pCN5T6p590iBnjmAVHy5h2_oWeVutpq2Kfq0GxA.jpg,https://cdn4.telegram-cdn.org/file/uRh42j8r9eCjLDlmILEM13MsTQZiTZK2KpdrZsIjoQ4sLBDw9CmT39lzSGSyP8zPCuhvo9o72RnYJI0md4JQN6MHjdfPej_tPFi_XW1O0wiJyqWOVnwMk11WOO51MCesgkh3z9m9I-n6u9qrf8aLkNixj2vskOxwWF0JKMddPgTsnQnfsoAbNioeqle9KpmnLBr1olb1qA6VEl_nNMc_LoVpOmV2eoLONfH-2PGKLSLuNgLQjfUFh_g53FwFxsMRkS20PiiUYhOPMNr4uSxiVTeqhUMkyfMeBm3OEcd3TNSEmoQVj3OyzPdSeDf97RSfkq2Fly2jlfkbxSF9hJpoIw.jpg,,,,
126,"The Age of Discovery, red moon over stormy ocean, a gigantic octopus wrapped around a 15th century sampan boat, dappled silver lighting, atmospheric, highly detailed, by ohara koson, Utagawa Kuniyoshi, Kawanabe Kyōsai, Hasui Kawase --w 1152 --h 2048 --q 2pickersberrymantasinkLukej",https://cdn4.telegram-cdn.org/file/IpKLKAaXkZTz5g-K4svD3qLuw_mmqA8fBO8e-j6abECyKQ6WUAVU0V0LJqw86wi_Lh452PzFaIIt_qPr6SWqlIa_kMvWVewmatiogtJV9EsWVOwNa-AMk7GZSaNTU3qaVGmszJXDc_Nj7hFsgDD3zqC5Kp8qlzMs9hsaIf33OC2PxMCMbDjUnU_gBiuUJoUmhS9HwoPkPS8VJycDHfl7wLe5-FOH3zdT0KRHprO3ieKV0mHsrr1n8q14bjNP7uS4Ud7dYuOtPoNdazwVeRlS6II3a8tf2378S3S2OF0Myce_ZGeBG7siHq_2aRaU8Rstek97g9hclKgfPJwjU0Jh5w.jpg,https://cdn4.telegram-cdn.org/file/eRr2GvL82V_sz-EdVKUE97daULRzSq_d9ryRXqQst0C68sepmwldm5NDWe2k6XddcKlfHKtK_YEvBZaI4JXB002XAHlat8t73sViJJgcTUJLEmxyXSJYd0okXtwHwxv-ApYObp06BDcb19JhJe0C4ajVwVfY_6PE-U2FQ53juuGNzyHsiakLv_drefKRxK7-1L5exzFrt1ccKqXDqpb89vy1XHaBVcxQuFjYiAYxAJmGR_OYvwe-Zq2Ll3fs_11TYGf6PpIJ4WbdU1ytvzU1SdH7nqboaaERmEw5lgw75hP-s4hsYRsrV9Loplv3_AHTR0s5PTOcXJwNruzw17JzXg.jpg,https://cdn4.telegram-cdn.org/file/aPUqr27bzNriuZPQQ4xbh9261a1BLc2wkR2mDQhq-Ohfdt2nwV4UAxhkgGq6-6GTUhlXxQ7xp1VMLdoY0AdpyuwXA37Kq_UwzFYOw-DgqDldMkfk_thTQD2sJW0Wjs8SUVcXYWhTXTbOW4oEJCdX3vXz4X21pCxqvWs8tUBMFH4YWqjY2IUsdu0NtMD3JxIbugeGkl4hhc4k2zkmVL5XeNUBVSOgv4F0-Cqpj-JcCH4OIPNDyEudeNcXAaIuxXBiBWar6IwRMeoeAFo9wQs66BMT99a475lv_ZO79ENyQrzY0ODxfjyQorBKqW70y6FwEJqOtVxjrRsgjfDWMutGaw.jpg,,,,,
127,"meditating monk spirit::1 fire, smoke, burning::1 black and white photo, medium grain, photo::1 --iw 1 --ar 4:3 --q 2",https://cdn4.telegram-cdn.org/file/WPYutr9x7WpEPte1vc-q_WR2h-d4KnVAhfuDLi1rT0Q6dT5LRqWE8hKwoCzHRIQ3lpTp4DT7P-IlhFiCsoqNjSiefXr48b290FC8UTgj7eX3u0kydWj_ItR3-Cod0MXxbjBs4X6NRwe2UEiHQPgHIlPTQfrKJmhO5LJBTC_uDA72ZliEnkaz1b0Ewd_EpZF0Eqy1WhKyAquOQjM755qMum_-THBHPNfdyO1il-YiakUjE6qmGXUJKOWXzC-nii8_Cs6D2PUU-zVHRBWA6VZHMgylM4f6Oi8fu7p5sfTtq5jkC_Px-O5YscHBSQ3oFX9JSH12LxwZBJ220za4UwO6Bg.jpg,https://cdn4.telegram-cdn.org/file/EoVs7Q3zsq5INXwRIqdxcLFo1phoND5KSbAWcKqUuXfQUDHrre_FLcscItS4EErlxdyKQfgsLrQmZ1EWEdGyYTgufGvZudXBkt7b-g0ez5ubgRSLvkSg7kSEs-oNIc-bwa7OH1XgYtmnvl4VHI87Ovw3dxpK3h5wcHTh_7HFIG4aYVDLRtjYtq_We7NIU0RqD0Ekbw5W7ZMACqGmVOCiT6a7cFiiw1kC83jLLwhl8tozjqMfhVSH3gkygH0s_7tmXqfOThwKzGuZsi-cTqexilB1WbekJ8TDID0iPRFJBtf1Q-7xM9j43mJGuxgB2wq4RM2qz9B1UoUI38X2B35D9Q.jpg,https://cdn4.telegram-cdn.org/file/Nmighsbu3r3hUL1yWetCWgCLq2f8OtUDWIjK3DfNUTv3TjRjrDLTCpYtR4LaQTkBAufKAp8c44bARfGzqJACI9txU2i7OJAeUFFkr1VbuveHnD3y8D28OhTDEwDVlse5EMA5FQUoCjyeoMGoAPotv27nLdOl6BsY-opJpbAzSyi8man9AOl0yg4pgXfFkqW0_kMcww3-1515ERY4iDyiKVquRcrP2ypCNWrdoNVCo0mhJN9B1Uc1nz5CXDQn03xxyUnfcocDtUrR5ktTHaLV14AVV68xGZMTcIPGrWfzT-rZZ7J338GPnwAF_LzQO9HYQDfj-rBCM-YavI-m1uK3ew.jpg,https://cdn4.telegram-cdn.org/file/LegWBhsdCJK7FMtX5aZQz0EXHjwxQK-u8w4vzvhFjLEsNf15y_l1cOifJkl206yGJiR-TgvzbQE7JU7kY5wPZMciVz9YYp30cW8uAc_ZzGN16rVQfek3Tvs7XmFM7NzrdiJRPBlGuPbEHbuLzYwAUOvpCzNXWHjOI1cyd0QMVonwa9QPe8mmGw-4IfZd71pxeS7cpstMOGoG6IhR-jBtfd0Lx9C9zJp-AmZ3A92SXJ1H9T_RwCs-_UK_j1KvmptYOq9bJNQlVo2azDFsknjlMSL3As1jAmyK9ayn0iTyE5k0QBMYodk6PjfnX1tYEKru-RYJ7WCXXT6M5XZMbWvoBA.jpg,,,,
128,"Every Love Story Is a Ghost Story, tarot card, Edward Gorey --ar 5:9nicraviconBas",https://cdn4.telegram-cdn.org/file/QgqRNI8BkZECKxSyMrJYf-VbKA3GygisPPh2VYgSUHl9uLMOlkr6A8lFwcMyMS_NrqONBqaYGR24Z84j2jdiV9uokda9BLlqGei50VUk7g5rCh-MJXw__Rk14KLMJRgUXMsWLc7RfCYBGi__DOg4fysenOyWlBx0kl-KDiGB_jGbmuU51ynfE53l-Nj2Y1ic73AIZFe3YclIZnjdXCEuJY5Rbl3mPlFl79Ipast0y86odKrD4eRIgQ0P2KmztkmDCVEchtf5B_hf22bpMOmgVznhXopuNpsz8lasNX1BVYzTyvBbHiifCgTwR4vwVROQphKQMDoITEkvJj2h7bE75Q.jpg,https://cdn4.telegram-cdn.org/file/fC-PmDsQIhzPhdKFt6Jrh_MEVWuracdCJ430rAVVLTvO7M4TgPt6XWp_thQk3MxGB3d9n009fzWOE9sIQx5W6kdVCNNs5Kwl5Sg3t7V0dIv2z6lMP669YclfKEWppAoDTM6tmlsThaWvkdYzlUQIUAeps7h6fHHiGyRAse-4_tr6u2D9kQ1yk8HHf-5VDxU9P9ec2_AV_SsKXWodn72uJ8rlnA4wTpZAVwO9rdeD00KQxu6FvmvKO0saghAKyI1dMs1X7WM35h4sEmgiwEE0etUpUwdik1dIghWnpSwmhUvuG0JY82y3IeBPIqwyWCFHeJ6Ggfbf63e1B-EIDvAQGQ.jpg,https://cdn4.telegram-cdn.org/file/ZKpsTwshFOEJUZgenUIQxjaiVfzIeIJIJTs4zuYmgWF-rnDjGikT-8anwlTV-gFtbsL5WH5oAEAbLtOhMk79kj2sYp2vN6XJmsqE9ucrA_SvhE_8LNoDWDOhD_TdKJp8KfGnp9Ye-s8NeZABVRgGPl1NFMsXuOL_Y6LlHbmu9OI8plYiGLzbDK8G1tn9QlHpKMrLM88wY3vohmiuF3CC6wPS65O7vLu2Uo2uhwqRTzbAZxCuMJ1qbmEYFkLjtOf2SvwOF70yvpvs6WY9V6UpcU07aPnGs9MjdKon_F1xLiysV55oTBjyZDHLcTfW7-QZ-yZRPr1YhdHeXdHwPis_CA.jpg,,,,,
129,"sketch, light house, sea,  watercolor --ar 10:16Tabascoboy",https://cdn4.telegram-cdn.org/file/TNmCbhzd0ohq_CmRV8snXUiy-dyRpuhNcB05sqWFq3WxUZ_GjgkFdSDuYfw8r9ElZB0IkOUYZBUoGolH6Fq8cKpnG_JHCINdhlBJCtEyhMfIaVgM-MEhCKR5Fuc8W--g6Gi1E6Z_q9_vtlo7R3ZyUx6Adm4KwInN39rf9K8VPtv-HwE7EMW7ppUrz0t-XQH16F0Y4UMX7TrcRYTUYiZSxC87L6PY_8X3_n6POBuZW8mn2YPiPbELIzvRIJe_QY7uczdvoBssF4PnV4azVQQ_C34LvEDGWVglx_SdPr2wzmCdt118E7lZfeInoJdkDAfHs3sj71LHmalaqNes8tJOoQ.jpg,https://cdn4.telegram-cdn.org/file/gVklnZiVGwaGTq_zL3XzKX95dTVq4_7B9OXdJF9WAc4okyKWpgAP5sqpF0Og88QP5BpLieBLPgU1-3TrRsP7Y-S8D0IL5-wQD8hjvWYOqX2JsGzk93_rMEiaR-zUf8SLs9FAy1IYk354ihiy28JKweBeLi_5HcU1Hr0vsf6d0FyOQeHq17cGt0flKng2j_Y0KEjTaYPXXGVkzi5-mUbF_25FjP0GjVYoIsTjXD4r6sC_e6SyojvTXgs-3A8ZAx7FbJWDf1CDlz_FLmWrZuiQ3fBQCuv8Pi0nzqM2Y99G3BZFcNzEhWYS56cfkXYVfnD68zq0t3nmVq9dxYndvpjlVg.jpg,https://cdn4.telegram-cdn.org/file/TISmhSBjYNyprFOsLTdE9lAXV1ulx0MC3vltYBOemx3EJ7u6YDm6kXwT-FUWkdOgmbxCyayqi_cB4aGtp-N0DXkt8m5iWmIDgijozXKcPtZBwtEcHBCn9pfHKIvSLUYKYC3QWP9nLab_jvDrJpXmB2RYaMbSMna_oM3jhOO6uHxaHABpYRFdB24veiT0YMGpqObPctLlA_iMAltH44Pxem2qEHBCvJ6O3G3RG_0MdcqIsgik_NSnICpwhc33qg4nmNEBryUVj_xGSt9_OVRCU8gXeGAtnRUgOiRy8cxVTkDFV7QGeEx_bATgw6H2S24Wx2C6u3drHZbMQGObaGjvxg.jpg,,,,,
130,<https://s.mj.run/JgMKE3EVV9g> solarpunk anime green witchDKSfabiodona,https://cdn4.telegram-cdn.org/file/NPgfvS4fgJGqO4Kut8SCqpPEVD7nhBDZofP0cAZtsWMDX83DGdTt6ydpnsG_ol78x_nrIFPc9hp4fN-tjlflt7D2V63-gDQDpkhXxToyt3C_e0_4kk2_7MJEY87OENEhJuUe-YyEk-b3cnGHTeEyhF_PkpyzOoT86h2pE9a1swTqWQwy7OScnPJ0bI6IL8hy5J3CMtyZ43Tn0__wvvmBjpO8Tv9BwmtAOc6NZ5VWH-vUYqgk1IxPWeE8KkIJozISFr2zfm6dTeff115E9ggrnBtFz8ih9jF1MC1pC2iqyiGVhEVeQsEuraonFW4dEpkayxYVxgvslo9VmRlpwXIfoQ.jpg,https://cdn4.telegram-cdn.org/file/CAkBtcjH_znB6KyvopLlHQw9-_avXCBD1CMEu81j_08JfA7MRBwXX-jtaezOQujvl-W4vf2OVKbFrhJkq2BHFTZIa2sm-i4040Ip6A_SHYKFnic3XlTBfQooMVjqg-x5g_GulBZgu74jmAbz6MmTdcDvQhfjwbsIV75Uc6G59zEkeloifUflp-KL5ORdtEYiago7ROOCI-oNTRSXT4xaFsPJ4Ysvqj5iDncaoi0QZzuG58gVM-ySTb2Apmjsz-quK-0y65pczj_jRfGurr3fmN_NXJR0JcY3-7Ase729FjRRJwW_VlYESih-wPM77Cknv2CFgtr0RGevEx8KHpDDUQ.jpg,https://cdn4.telegram-cdn.org/file/A7-VA4FWYpIQ6pg8lZFEJpHGIimf9CBmFIPJGx31yUwSmOB5_KRbuZ0OEIw47cIcsadx0WUObzHV6RGCOXitTDcZvgXNzJjXFzoH2EILZvGxXjRQfWmxDwYgw2lMFZi-p9F5ZBRgIVi8sYTfUEW5oaJqXrxxsJR8mJ5wfN1YEKFXg8vDCTrwph70gmCHAk4xWzNgsP3CDSfD4KoTORxzWkoefQlRkm-t7BdvWHMOQ4tlzZmlOheHOGm-_JiHqm0hWL39x17hOgqXOEJWKeDrDtmAR8WpZs3wAqS1BHTeWmJjm_BvswncMD9rLPMYt_JlKout-2SQc4GBhyWNdb_QrQ.jpg,,,,,
131,"a full page concept design of an electric guitar with clock mechanism, highly detailed, ink on old worn down paper, slight burns on the edges, 4k, hyper reaslitic, unreal engine render, --ar 9:16ClutchNixon",https://cdn4.telegram-cdn.org/file/tF-nsiU2nPvG7LJUMQn69IsHUtQCwTFPtizZ_vx46h64s1cSJPh6lbbmz98XkB__Rk-_HBaTmkEzMtFe5-9PaCIXEukQQAj5IIPxGKZAawQKGpCecjKJVLXyPQKC78nhCASl5OXDnZ9Mf-gxHBXgsjvZ1MLTyJWHsm5Kn9wtErfm7InfpFzjpr82Ctm_sXXNHi_eUGkV2mJokLcuguLEPovW_VeWjJJC35XkVVzCQl5cPh_--T5w7S0Wc4Asb2VE_eVYj56yGe-BlMm7a6bWWby_KVUJ_rt3TyET4S4Im5hwjZ6ANViVO4e8C18srPbeGUXWvPogTYARkJaP6ffGKQ.jpg,https://cdn4.telegram-cdn.org/file/fdO042_2S8jyJ6oCg63DiEcUhFr6_Vdfr41-4rHPcmmAoczlV-exsRJtGo5QXdE8KCrfZ3S1N-wmNyyBY8mqb7gnY5RYt_-_O28LkG1WZ7X9OT7CQ8wTeY68z6TrtgUFBaOQuMNjNmlXhNK_xcBIi7b1d5S8TlqN_lQnzthBo3co_B3BLVx9SBqd_1-swV3zFL3Qf0WlsyYOK0P1cTSAsPiNPdICzt6w2ewSIVi9h66e9zgtQUevsnpUo90Srh7jtYokT7LWLZPScfi4040hnSASPEDfemZp2M82_3ggSgmwSZock5uhL1i7qlZOxXbXAw0zhfZ3Vg07YjH2fooq4w.jpg,https://cdn4.telegram-cdn.org/file/HoS0owAmw0nPE_mdUU9OR5sMzk9-4OK89DbbIvxlXuSqioE1m99NNT3zRTSYw4ecQYDee-szOm2dF5v8IXKoCNfWuM0M0j2ex593Bjbb-kgUg9UO_lQjk9xj5L8vKJ2ANST0a9XbjJA1O1vZBc1lzs6bKSFVbpoYawaO3ExjacO7mco7FVMwvIISvBCsD9ZWWVCf9KsoO8WezUodxI3-boxd1cP2LWi_RVunXZFCdeko0_xcsjaShpgDdTcYCbnN-ResqBTQMjeyVzL13HA7mgDd70DIMcFutSCNtgIzYOicHNlonPnGEVu0o_K0kH5JigUu5l9ujU9r7WqdB2IH1A.jpg,,,,,
132,horrifying rainbow in the distanceExtrawesome,https://cdn4.telegram-cdn.org/file/b2LPkl9Jls6M0x9PzpflqTLASPFPDvqNamsZYo6eN5qGPS2rQCWLsQtIAHHCDbB0P1qVFMb0wgNw_60y3c1VAPuwwzsl9LT4j-F-_tPZDbfw6Mgcbd_k4nhGPOQstIMWuSszKfKsHV-TWAOSEoM6CskiCnvytqvPxW5BDFX31gv7MYRQnC6leEGRDijX71nzppYl-YlxbCkeArzJaA9pyWFJvV-eanxhIPBm3b1Ho3ZRFZLLAa3nuUlqpH-eetcSjTddf7SYPFJ-kCRJIY8RpOhQ8zU0JWelhiyRWxUNRIGaSoT1eYHyjVkx4ScU3mFm0sJe4yRfXBOIPea3-cv0rw.jpg,https://cdn4.telegram-cdn.org/file/I-JClFmqlZWTMYrNDs1ClV8VVa83Z46AhAGS1vBvMf3PsSMgN7LSQeOwfoEqlYHMUjnt6iy3M9Xq5YOIzTJ7C6iaGOfQ5MbaiFq8HSxZjxJC0-ECuyzbojX6bj6rixnCZlzrv9KKras05QBoWH2N7w4FpKmXP5lorGvnmqXaFt8ZvreRKs45Q61MWKc1Mn-BUnc_Wca1p-ku3WlBoJV3NFObFhQxXiyBwp9QiTszM2lEDJ9HUd1VJuo7XxkLiFFW_NY6SMe8QBZayImoBXIIz1w-7qz7ZQ7yJJiIZuIw_Ef-M9EKBAhX2ORgok8OMIhtkELls0mwvWGr5Y1gkgsZiA.jpg,https://cdn4.telegram-cdn.org/file/ipXmP4lZvolQGUS5ECeEIZEI5Ac9Vne8KUb7kZ5Wk_lGB3omzM5TE2oExjmJwZsrZ9OIjqqk3dhit5cA6JlUhTpTTAMnFwQq83Kw6oOS1X7kHSo_hvPQIu4OmGpelAX4Bz3qp1PXWUvfCxTI6v4wtvkk6KzfeckFKZGiKkP0bgj-WgNbrciCXRaC6CuI-qvT3MLpV76tZBCn0Kzwr9n9d5cuuD-f-jVjzx_Txd8lkyeE-iavRhW6oSUbrVZCD-wNnoNQydrrPSiATmLZzUFfl_xSiYEjtCFItlyjq6iGVpGKZjYfPRAEPOFORpAI_yF-U4YP-z7Xdb1LFqGP5-wJFQ.jpg,,,,,
